,output_testInput,output_MR,MR_checker
40165,27,81,Not-violated
40166,-23,-69,Violated
40167,-52,-156,Violated
40168,-13,-39,Not-violated
40169,9,27,Violated
40170,39,117,Not-violated
40171,-75,-225,Violated
40172,3,9,Not-violated
40173,10,30,Violated
40174,14,42,Not-violated
40175,32,96,Violated
40176,12,36,Not-violated
40177,-68,-204,Violated
40178,24,72,Not-violated
40179,-27,-81,Violated
40180,0,0,Not-violated
40181,-20,-60,Violated
40182,21,63,Violated
40183,18,54,Not-violated
40184,0,0,Not-violated
40185,-57,-171,Not-violated
40186,71,213,Not-violated
40187,20,60,Violated
40188,46,138,Not-violated
40189,-42,-126,Violated
40190,-24,-72,Violated
40191,-24,-72,Violated
40192,-41,-123,Not-violated
40193,-11,-33,Violated
40194,51,153,Not-violated
40195,-24,-72,Not-violated
40196,-19,-57,Not-violated
40197,-27,-81,Violated
40198,-55,-165,Violated
40199,14,42,Not-violated
40200,-47,-141,Not-violated
40201,-6,-18,Not-violated
40202,34,102,Not-violated
40203,7,21,Violated
40204,-4,-12,Not-violated
40205,20,60,Not-violated
40206,-24,-72,Violated
40207,-47,-141,Not-violated
40208,42,126,Violated
40209,15,45,Not-violated
40210,-13,-39,Not-violated
40211,62,186,Not-violated
40212,-20,-60,Violated
40213,-45,-135,Not-violated
40214,26,78,Violated
40215,-30,-90,Violated
40216,-11,-33,Violated
40217,-109,-327,Violated
40218,-21,-63,Not-violated
40219,-70,-210,Violated
40220,-87,-261,Violated
40221,7,21,Not-violated
40222,23,69,Violated
40223,42,126,Not-violated
40224,8,24,Violated
40225,5,15,Not-violated
40226,5,15,Not-violated
40227,39,117,Violated
40228,16,48,Not-violated
40229,-3,-9,Violated
40230,-73,-219,Violated
40231,13,39,Not-violated
40232,-26,-78,Not-violated
40233,-7,-21,Not-violated
40234,-47,-141,Violated
40235,28,84,Not-violated
40236,-8,-24,Violated
40237,-4,-12,Not-violated
40238,-16,-48,Violated
40239,-40,-120,Violated
40240,-80,-240,Not-violated
40241,-33,-99,Not-violated
40242,6,18,Violated
40243,1,3,Not-violated
40244,-31,-93,Violated
40245,-2,-6,Violated
40246,16,48,Not-violated
40247,14,42,Not-violated
40248,8,24,Not-violated
40249,7,21,Not-violated
40250,24,72,Not-violated
40251,-17,-51,Violated
40252,15,45,Violated
40253,9,27,Not-violated
40254,52,156,Violated
40255,-12,-36,Violated
40256,0,0,Not-violated
40257,-81,-243,Violated
40258,22,66,Not-violated
40259,-38,-114,Not-violated
40260,2,6,Violated
40261,15,45,Violated
40262,21,63,Violated
40263,23,69,Not-violated
40264,-1,-3,Not-violated
40265,-15,-45,Not-violated
40266,-18,-54,Violated
40267,-42,-126,Not-violated
40268,19,57,Violated
40269,4,12,Not-violated
40270,33,99,Not-violated
40271,12,36,Violated
40272,-15,-45,Violated
40273,-25,-75,Violated
40274,48,144,Not-violated
40275,-56,-168,Violated
40276,15,45,Violated
40277,8,24,Violated
40278,0,0,Not-violated
40279,38,114,Not-violated
40280,35,105,Violated
40281,63,189,Not-violated
40282,-39,-117,Violated
40283,42,126,Violated
40284,13,39,Violated
40285,36,108,Not-violated
40286,-23,-69,Not-violated
40287,-2,-6,Not-violated
40288,-42,-126,Violated
40289,20,60,Violated
40290,17,51,Not-violated
40291,5,15,Violated
40292,104,312,Violated
40293,7,21,Not-violated
40294,2,6,Not-violated
40295,62,186,Not-violated
40296,31,93,Not-violated
40297,-46,-138,Violated
40298,61,183,Not-violated
40299,22,66,Not-violated
40300,-23,-69,Not-violated
40301,-14,-42,Not-violated
40302,0,0,Not-violated
40303,-9,-27,Violated
40304,30,90,Not-violated
40305,-8,-24,Violated
40306,-36,-108,Violated
40307,4,12,Not-violated
40308,10,30,Not-violated
40309,15,45,Violated
40310,-21,-63,Not-violated
40311,-5,-15,Violated
40312,-33,-99,Violated
40313,-15,-45,Violated
40314,11,33,Violated
40315,-37,-111,Not-violated
40316,-18,-54,Not-violated
40317,35,105,Not-violated
40318,-4,-12,Not-violated
40319,51,153,Not-violated
40320,65,195,Not-violated
40321,-30,-90,Violated
40322,12,36,Violated
40323,6,18,Not-violated
40324,-26,-78,Violated
40325,0,0,Not-violated
40326,19,57,Violated
40327,-43,-129,Not-violated
40328,-38,-114,Not-violated
40329,-10,-30,Violated
40330,57,171,Not-violated
40331,16,48,Not-violated
40332,11,33,Violated
40333,-50,-150,Violated
40334,-28,-84,Violated
40335,-2,-6,Violated
40336,-10,-30,Not-violated
40337,-12,-36,Not-violated
40338,36,108,Not-violated
40339,-21,-63,Violated
40340,10,30,Not-violated
40341,2,6,Not-violated
40342,-1,-3,Not-violated
40343,-1,-3,Not-violated
40344,-104,-312,Violated
40345,7,21,Not-violated
40346,48,144,Not-violated
40347,27,81,Not-violated
40348,-50,-150,Not-violated
40349,-8,-24,Not-violated
40350,-49,-147,Not-violated
40351,-3,-9,Violated
40352,-15,-45,Violated
40353,-6,-18,Not-violated
40354,-10,-30,Violated
40355,9,27,Violated
40356,9,27,Violated
40357,-8,-24,Not-violated
40358,51,153,Not-violated
40359,6,18,Not-violated
40360,-59,-177,Not-violated
40361,-18,-54,Violated
40362,-56,-168,Violated
40363,-122,-366,Violated
40364,0,0,Violated
40365,-2,-6,Not-violated
40366,4,12,Violated
40367,-104,-312,Violated
40368,-21,-63,Violated
40369,-39,-117,Violated
40370,-22,-66,Violated
40371,27,81,Not-violated
40372,-12,-36,Violated
40373,-29,-87,Not-violated
40374,-8,-24,Not-violated
40375,14,42,Not-violated
40376,-11,-33,Not-violated
40377,44,132,Violated
40378,-12,-36,Violated
40379,-52,-156,Violated
40380,48,144,Not-violated
40381,-50,-150,Not-violated
40382,13,39,Violated
40383,-52,-156,Not-violated
40384,23,69,Not-violated
40385,22,66,Violated
40386,36,108,Violated
40387,-76,-228,Not-violated
40388,-38,-114,Violated
40389,-22,-66,Violated
40390,35,105,Not-violated
40391,39,117,Violated
40392,-23,-69,Violated
40393,-2,-6,Violated
40394,-78,-234,Violated
40395,4,12,Violated
40396,25,75,Not-violated
40397,-1,-3,Not-violated
40398,9,27,Not-violated
40399,-46,-138,Violated
40400,9,27,Not-violated
40401,-2,-6,Violated
40402,-9,-27,Not-violated
40403,15,45,Violated
40404,-44,-132,Violated
40405,79,237,Violated
40406,13,39,Violated
40407,-18,-54,Violated
40408,-44,-132,Violated
40409,65,195,Not-violated
40410,-7,-21,Not-violated
40411,-45,-135,Not-violated
40412,9,27,Not-violated
40413,-39,-117,Violated
40414,-41,-123,Violated
40415,-37,-111,Not-violated
40416,44,132,Not-violated
40417,-26,-78,Violated
40418,26,78,Not-violated
40419,-33,-99,Violated
40420,-40,-120,Violated
40421,44,132,Violated
40422,24,72,Not-violated
40423,21,63,Not-violated
40424,10,30,Not-violated
40425,14,42,Not-violated
40426,3,9,Violated
40427,2,6,Not-violated
40428,21,63,Violated
40429,-41,-123,Violated
40430,104,312,Not-violated
40431,-31,-93,Violated
40432,25,75,Not-violated
40433,-42,-126,Violated
40434,51,153,Not-violated
40435,-27,-81,Not-violated
40436,11,33,Violated
40437,-11,-33,Violated
40438,2,6,Not-violated
40439,-43,-129,Violated
40440,-9,-27,Not-violated
40441,-4,-12,Violated
40442,-57,-171,Violated
40443,3,9,Violated
40444,4,12,Not-violated
40445,-24,-72,Violated
40446,4,12,Violated
40447,55,165,Violated
40448,23,69,Not-violated
40449,-11,-33,Not-violated
40450,-16,-48,Violated
40451,-8,-24,Violated
40452,7,21,Not-violated
40453,-10,-30,Violated
40454,13,39,Violated
40455,-25,-75,Not-violated
40456,11,33,Violated
40457,-22,-66,Not-violated
40458,21,63,Not-violated
40459,-32,-96,Violated
40460,-33,-99,Violated
40461,48,144,Not-violated
40462,-18,-54,Violated
40463,-78,-234,Not-violated
40464,26,78,Not-violated
40465,-47,-141,Not-violated
40466,41,123,Not-violated
40467,-9,-27,Violated
40468,-46,-138,Not-violated
40469,-9,-27,Not-violated
40470,17,51,Violated
40471,-23,-69,Violated
40472,-7,-21,Not-violated
40473,-18,-54,Not-violated
40474,72,216,Not-violated
40475,1,3,Violated
40476,-26,-78,Violated
40477,-34,-102,Not-violated
40478,-27,-81,Violated
40479,-3,-9,Violated
40480,-4,-12,Violated
40481,39,117,Not-violated
40482,-53,-159,Not-violated
40483,-26,-78,Not-violated
40484,-23,-69,Not-violated
40485,-44,-132,Violated
40486,10,30,Not-violated
40487,-25,-75,Violated
40488,11,33,Not-violated
40489,36,108,Not-violated
40490,-47,-141,Violated
40491,10,30,Not-violated
40492,26,78,Not-violated
40493,72,216,Not-violated
40494,-8,-24,Not-violated
40495,-50,-150,Violated
40496,-78,-234,Not-violated
40497,-41,-123,Violated
40498,71,213,Not-violated
40499,-15,-45,Violated
40500,36,108,Not-violated
40501,-8,-24,Violated
40502,44,132,Violated
40503,10,30,Not-violated
40504,-46,-138,Violated
40505,14,42,Not-violated
40506,20,60,Violated
40507,-27,-81,Violated
40508,-18,-54,Not-violated
40509,-55,-165,Violated
40510,-19,-57,Not-violated
40511,41,123,Not-violated
40512,-73,-219,Violated
40513,1,3,Not-violated
40514,-30,-90,Not-violated
40515,-7,-21,Violated
40516,6,18,Not-violated
40517,8,24,Violated
40518,34,102,Violated
40519,-20,-60,Violated
40520,-67,-201,Violated
40521,9,27,Not-violated
40522,44,132,Not-violated
40523,18,54,Not-violated
40524,-42,-126,Violated
40525,53,159,Not-violated
40526,-32,-96,Not-violated
40527,-19,-57,Violated
40528,-31,-93,Not-violated
40529,16,48,Violated
40530,-65,-195,Violated
40531,-36,-108,Violated
40532,1,3,Not-violated
40533,23,69,Violated
40534,-33,-99,Not-violated
40535,-62,-186,Violated
40536,7,21,Violated
40537,15,45,Violated
40538,-14,-42,Violated
40539,25,75,Violated
40540,-67,-201,Violated
40541,-5,-15,Not-violated
40542,8,24,Not-violated
40543,32,96,Not-violated
40544,-31,-93,Violated
40545,-14,-42,Violated
40546,-15,-45,Violated
40547,-9,-27,Not-violated
40548,-12,-36,Not-violated
40549,-22,-66,Not-violated
40550,5,15,Not-violated
40551,11,33,Not-violated
40552,20,60,Violated
40553,-22,-66,Not-violated
40554,41,123,Not-violated
40555,-10,-30,Violated
40556,-36,-108,Not-violated
40557,-44,-132,Violated
40558,-6,-18,Violated
40559,8,24,Not-violated
40560,-24,-72,Not-violated
40561,22,66,Violated
40562,-8,-24,Violated
40563,-40,-120,Violated
40564,18,54,Violated
40565,8,24,Not-violated
40566,-19,-57,Not-violated
40567,38,114,Not-violated
40568,-13,-39,Violated
40569,-11,-33,Violated
40570,-50,-150,Violated
40571,-27,-81,Violated
40572,21,63,Not-violated
40573,-33,-99,Not-violated
40574,-48,-144,Violated
40575,-11,-33,Not-violated
40576,33,99,Violated
40577,-59,-177,Violated
40578,57,171,Not-violated
40579,59,177,Violated
40580,-21,-63,Violated
40581,-25,-75,Violated
40582,5,15,Violated
40583,2,6,Not-violated
40584,-14,-42,Violated
40585,-72,-216,Violated
40586,-106,-318,Not-violated
40587,-20,-60,Not-violated
40588,-14,-42,Not-violated
40589,11,33,Not-violated
40590,12,36,Violated
40591,-59,-177,Violated
40592,8,24,Not-violated
40593,62,186,Violated
40594,-20,-60,Violated
40595,-2,-6,Violated
40596,28,84,Not-violated
40597,-71,-213,Violated
40598,-19,-57,Not-violated
40599,-21,-63,Violated
40600,-4,-12,Violated
40601,39,117,Not-violated
40602,-1,-3,Violated
40603,34,102,Not-violated
40604,-42,-126,Violated
40605,31,93,Not-violated
40606,-4,-12,Not-violated
40607,42,126,Violated
40608,-64,-192,Violated
40609,11,33,Not-violated
40610,-10,-30,Violated
40611,21,63,Not-violated
40612,16,48,Violated
40613,-17,-51,Violated
40614,45,135,Not-violated
40615,23,69,Violated
40616,-40,-120,Not-violated
40617,4,12,Violated
40618,-9,-27,Violated
40619,-75,-225,Not-violated
40620,45,135,Not-violated
40621,70,210,Violated
40622,22,66,Not-violated
40623,-14,-42,Violated
40624,58,174,Not-violated
40625,-13,-39,Violated
40626,-37,-111,Violated
40627,26,78,Not-violated
40628,-61,-183,Not-violated
40629,12,36,Not-violated
40630,21,63,Not-violated
40631,-14,-42,Violated
40632,21,63,Not-violated
40633,6,18,Violated
40634,2,6,Not-violated
40635,-12,-36,Not-violated
40636,-11,-33,Violated
40637,-35,-105,Not-violated
40638,7,21,Not-violated
40639,-15,-45,Not-violated
40640,51,153,Not-violated
40641,-11,-33,Not-violated
40642,-34,-102,Violated
40643,-20,-60,Not-violated
40644,55,165,Not-violated
40645,18,54,Not-violated
40646,29,87,Not-violated
40647,-33,-99,Not-violated
40648,33,99,Violated
40649,-16,-48,Violated
40650,-20,-60,Violated
40651,43,129,Not-violated
40652,34,102,Not-violated
40653,-17,-51,Violated
40654,5,15,Violated
40655,-19,-57,Not-violated
40656,-15,-45,Violated
40657,-20,-60,Violated
40658,-51,-153,Violated
40659,-46,-138,Violated
40660,24,72,Not-violated
40661,-37,-111,Not-violated
40662,-67,-201,Violated
40663,41,123,Not-violated
40664,76,228,Not-violated
40665,106,318,Violated
40666,-6,-18,Not-violated
40667,34,102,Violated
40668,-23,-69,Violated
40669,16,48,Violated
40670,-36,-108,Violated
40671,24,72,Not-violated
40672,4,12,Violated
40673,-1,-3,Not-violated
40674,-82,-246,Violated
40675,8,24,Not-violated
40676,-21,-63,Violated
40677,-24,-72,Not-violated
40678,32,96,Not-violated
40679,7,21,Not-violated
40680,44,132,Not-violated
40681,-39,-117,Not-violated
40682,94,282,Not-violated
40683,-11,-33,Violated
40684,9,27,Not-violated
40685,16,48,Not-violated
40686,-33,-99,Not-violated
40687,-27,-81,Violated
40688,-25,-75,Violated
40689,-6,-18,Not-violated
40690,59,177,Not-violated
40691,-53,-159,Violated
40692,1,3,Violated
40693,29,87,Not-violated
40694,40,120,Not-violated
40695,7,21,Violated
40696,-15,-45,Not-violated
40697,-57,-171,Violated
40698,17,51,Not-violated
40699,-17,-51,Not-violated
40700,-60,-180,Violated
40701,-11,-33,Violated
40702,-22,-66,Violated
40703,-22,-66,Violated
40704,-22,-66,Not-violated
40705,-64,-192,Violated
40706,-28,-84,Violated
40707,-32,-96,Not-violated
40708,-61,-183,Not-violated
40709,-7,-21,Violated
40710,3,9,Not-violated
40711,-22,-66,Violated
40712,-42,-126,Not-violated
40713,29,87,Not-violated
40714,-2,-6,Not-violated
40715,-6,-18,Violated
40716,-17,-51,Not-violated
40717,-55,-165,Violated
40718,32,96,Not-violated
40719,35,105,Not-violated
40720,27,81,Not-violated
40721,-42,-126,Violated
40722,-13,-39,Violated
40723,-16,-48,Violated
40724,-35,-105,Violated
40725,-22,-66,Not-violated
40726,21,63,Violated
40727,-3,-9,Not-violated
40728,-16,-48,Violated
40729,-2,-6,Not-violated
40730,-15,-45,Violated
40731,4,12,Violated
40732,-77,-231,Not-violated
40733,-3,-9,Not-violated
40734,13,39,Not-violated
40735,-27,-81,Not-violated
40736,2,6,Violated
40737,-2,-6,Violated
40738,-1,-3,Violated
40739,-55,-165,Violated
40740,11,33,Violated
40741,14,42,Not-violated
40742,-72,-216,Violated
40743,-31,-93,Violated
40744,1,3,Violated
40745,34,102,Not-violated
40746,3,9,Violated
40747,-20,-60,Violated
40748,11,33,Not-violated
40749,63,189,Violated
40750,-26,-78,Not-violated
40751,56,168,Not-violated
40752,-9,-27,Not-violated
40753,-29,-87,Violated
40754,6,18,Violated
40755,4,12,Not-violated
40756,-23,-69,Violated
40757,16,48,Violated
40758,-23,-69,Violated
40759,36,108,Not-violated
40760,29,87,Violated
40761,0,0,Violated
40762,14,42,Not-violated
40763,-70,-210,Violated
40764,45,135,Violated
40765,-13,-39,Not-violated
40766,-43,-129,Violated
40767,27,81,Violated
40768,56,168,Not-violated
40769,-8,-24,Violated
40770,-9,-27,Violated
40771,-21,-63,Not-violated
40772,52,156,Not-violated
40773,40,120,Not-violated
40774,-40,-120,Violated
40775,-1,-3,Violated
40776,8,24,Not-violated
40777,49,147,Not-violated
40778,17,51,Not-violated
40779,-75,-225,Violated
40780,4,12,Not-violated
40781,22,66,Not-violated
40782,27,81,Violated
40783,-19,-57,Violated
40784,14,42,Violated
40785,91,273,Not-violated
40786,16,48,Violated
40787,22,66,Violated
40788,2,6,Not-violated
40789,16,48,Violated
40790,-19,-57,Violated
40791,-24,-72,Not-violated
40792,-22,-66,Violated
40793,88,264,Not-violated
40794,40,120,Violated
40795,32,96,Not-violated
40796,-23,-69,Violated
40797,69,207,Not-violated
40798,-28,-84,Not-violated
40799,20,60,Not-violated
40800,17,51,Not-violated
40801,-2,-6,Not-violated
40802,6,18,Not-violated
40803,-21,-63,Not-violated
40804,11,33,Not-violated
40805,-40,-120,Violated
40806,-40,-120,Not-violated
40807,50,150,Not-violated
40808,-41,-123,Violated
40809,47,141,Not-violated
40810,-16,-48,Not-violated
40811,7,21,Violated
40812,-9,-27,Violated
40813,-40,-120,Violated
40814,34,102,Not-violated
40815,36,108,Not-violated
40816,-31,-93,Not-violated
40817,-26,-78,Not-violated
40818,-58,-174,Violated
40819,17,51,Not-violated
40820,-14,-42,Violated
40821,4,12,Violated
40822,26,78,Not-violated
40823,-13,-39,Violated
40824,-32,-96,Not-violated
40825,19,57,Not-violated
40826,-51,-153,Not-violated
40827,26,78,Not-violated
40828,-7,-21,Violated
40829,94,282,Not-violated
40830,12,36,Not-violated
40831,-24,-72,Violated
40832,-60,-180,Not-violated
40833,-27,-81,Not-violated
40834,-5,-15,Not-violated
40835,7,21,Violated
40836,55,165,Not-violated
40837,28,84,Violated
40838,14,42,Violated
40839,20,60,Violated
40840,-58,-174,Violated
40841,-9,-27,Not-violated
40842,12,36,Violated
40843,-10,-30,Violated
40844,38,114,Not-violated
40845,-8,-24,Violated
40846,19,57,Violated
40847,4,12,Violated
40848,-2,-6,Violated
40849,-34,-102,Violated
40850,-16,-48,Violated
40851,-33,-99,Not-violated
40852,-41,-123,Violated
40853,-21,-63,Violated
40854,-20,-60,Not-violated
40855,-14,-42,Violated
40856,-38,-114,Not-violated
40857,10,30,Violated
40858,-16,-48,Violated
40859,0,0,Violated
40860,-46,-138,Violated
40861,-38,-114,Not-violated
40862,-16,-48,Not-violated
40863,-12,-36,Violated
40864,-27,-81,Violated
40865,-14,-42,Violated
40866,-21,-63,Violated
40867,41,123,Not-violated
40868,2,6,Not-violated
40869,-39,-117,Not-violated
40870,20,60,Not-violated
40871,8,24,Not-violated
40872,60,180,Not-violated
40873,-23,-69,Violated
40874,-18,-54,Not-violated
40875,28,84,Violated
40876,7,21,Not-violated
40877,27,81,Not-violated
40878,27,81,Not-violated
40879,-18,-54,Not-violated
40880,28,84,Violated
40881,11,33,Not-violated
40882,11,33,Not-violated
40883,-15,-45,Not-violated
40884,-25,-75,Not-violated
40885,-56,-168,Violated
40886,36,108,Not-violated
40887,-17,-51,Violated
40888,-30,-90,Violated
40889,-6,-18,Violated
40890,13,39,Violated
40891,-20,-60,Violated
40892,0,0,Violated
40893,-10,-30,Not-violated
40894,8,24,Not-violated
40895,85,255,Not-violated
40896,18,54,Not-violated
40897,33,99,Violated
40898,0,0,Not-violated
40899,-3,-9,Violated
40900,46,138,Not-violated
40901,-34,-102,Not-violated
40902,39,117,Not-violated
40903,42,126,Not-violated
40904,18,54,Not-violated
40905,-4,-12,Violated
40906,22,66,Violated
40907,-24,-72,Violated
40908,6,18,Not-violated
40909,51,153,Violated
40910,-32,-96,Violated
40911,-5,-15,Violated
40912,-30,-90,Not-violated
40913,-9,-27,Not-violated
40914,73,219,Not-violated
40915,-7,-21,Not-violated
40916,16,48,Not-violated
40917,-28,-84,Not-violated
40918,13,39,Violated
40919,22,66,Not-violated
40920,-32,-96,Violated
40921,-41,-123,Violated
40922,-1,-3,Not-violated
40923,-58,-174,Violated
40924,18,54,Not-violated
40925,-10,-30,Not-violated
40926,-16,-48,Violated
40927,-19,-57,Violated
40928,13,39,Not-violated
40929,34,102,Violated
40930,19,57,Violated
40931,-21,-63,Not-violated
40932,-23,-69,Not-violated
40933,-9,-27,Violated
40934,16,48,Not-violated
40935,-7,-21,Not-violated
40936,-82,-246,Violated
40937,-77,-231,Violated
40938,27,81,Not-violated
40939,3,9,Violated
40940,-16,-48,Violated
40941,-21,-63,Violated
40942,13,39,Not-violated
40943,-7,-21,Not-violated
40944,83,249,Not-violated
40945,-8,-24,Not-violated
40946,11,33,Violated
40947,-23,-69,Violated
40948,-2,-6,Not-violated
40949,-18,-54,Not-violated
40950,15,45,Violated
40951,-23,-69,Violated
40952,-27,-81,Not-violated
40953,-51,-153,Not-violated
40954,-21,-63,Violated
40955,7,21,Violated
40956,-18,-54,Not-violated
40957,-18,-54,Violated
40958,11,33,Not-violated
40959,17,51,Not-violated
40960,-10,-30,Violated
40961,28,84,Violated
40962,20,60,Not-violated
40963,14,42,Violated
40964,-21,-63,Violated
40965,29,87,Not-violated
40966,29,87,Not-violated
40967,-10,-30,Not-violated
40968,-59,-177,Violated
40969,11,33,Not-violated
40970,-1,-3,Violated
40971,-31,-93,Violated
40972,7,21,Not-violated
40973,15,45,Not-violated
40974,-27,-81,Violated
40975,3,9,Violated
40976,-11,-33,Not-violated
40977,8,24,Not-violated
40978,12,36,Violated
40979,3,9,Not-violated
40980,-99,-297,Violated
40981,-86,-258,Violated
40982,-48,-144,Violated
40983,-82,-246,Violated
40984,-26,-78,Not-violated
40985,-16,-48,Violated
40986,-7,-21,Violated
40987,54,162,Violated
40988,-78,-234,Violated
40989,19,57,Violated
40990,-2,-6,Violated
40991,1,3,Not-violated
40992,48,144,Not-violated
40993,-15,-45,Violated
40994,4,12,Violated
40995,20,60,Violated
40996,-18,-54,Violated
40997,-68,-204,Violated
40998,-27,-81,Violated
40999,44,132,Violated
41000,-14,-42,Violated
41001,17,51,Not-violated
41002,-26,-78,Violated
41003,0,0,Violated
41004,29,87,Not-violated
41005,-2,-6,Violated
41006,22,66,Violated
41007,-22,-66,Not-violated
41008,-7,-21,Not-violated
41009,-2,-6,Not-violated
41010,-84,-252,Violated
41011,7,21,Not-violated
41012,-44,-132,Violated
41013,0,0,Violated
41014,25,75,Not-violated
41015,-28,-84,Violated
41016,-33,-99,Not-violated
41017,-26,-78,Violated
41018,-86,-258,Violated
41019,22,66,Not-violated
41020,-75,-225,Violated
41021,-10,-30,Not-violated
41022,-20,-60,Not-violated
41023,26,78,Not-violated
41024,25,75,Violated
41025,-29,-87,Violated
41026,27,81,Not-violated
41027,-63,-189,Violated
41028,-12,-36,Not-violated
41029,-29,-87,Violated
41030,-42,-126,Not-violated
41031,-47,-141,Violated
41032,22,66,Violated
41033,14,42,Violated
41034,65,195,Not-violated
41035,-10,-30,Not-violated
41036,-63,-189,Violated
41037,10,30,Violated
41038,-24,-72,Not-violated
41039,-53,-159,Not-violated
41040,0,0,Not-violated
41041,30,90,Not-violated
41042,-3,-9,Violated
41043,-10,-30,Not-violated
41044,28,84,Not-violated
41045,-21,-63,Violated
41046,-18,-54,Violated
41047,-5,-15,Violated
41048,-7,-21,Not-violated
41049,0,0,Violated
41050,-7,-21,Violated
41051,25,75,Not-violated
41052,-29,-87,Violated
41053,-55,-165,Violated
41054,14,42,Violated
41055,3,9,Violated
41056,14,42,Not-violated
41057,-27,-81,Not-violated
41058,50,150,Violated
41059,26,78,Violated
41060,-25,-75,Not-violated
41061,-69,-207,Not-violated
41062,33,99,Not-violated
41063,11,33,Not-violated
41064,34,102,Not-violated
41065,-24,-72,Violated
41066,31,93,Violated
41067,24,72,Not-violated
41068,-11,-33,Not-violated
41069,-26,-78,Not-violated
41070,-8,-24,Not-violated
41071,-15,-45,Violated
41072,-2,-6,Not-violated
41073,47,141,Not-violated
41074,10,30,Not-violated
41075,2,6,Not-violated
41076,-122,-366,Not-violated
41077,-22,-66,Not-violated
41078,8,24,Violated
41079,29,87,Not-violated
41080,23,69,Violated
41081,-12,-36,Not-violated
41082,20,60,Not-violated
41083,-21,-63,Not-violated
41084,29,87,Not-violated
41085,38,114,Not-violated
41086,1,3,Not-violated
41087,-23,-69,Violated
41088,-110,-330,Violated
41089,-13,-39,Violated
41090,-46,-138,Not-violated
41091,18,54,Violated
41092,-14,-42,Violated
41093,5,15,Not-violated
41094,40,120,Not-violated
41095,5,15,Not-violated
41096,35,105,Not-violated
41097,-27,-81,Not-violated
41098,-8,-24,Violated
41099,-21,-63,Not-violated
41100,38,114,Not-violated
41101,-1,-3,Not-violated
41102,39,117,Not-violated
41103,3,9,Violated
41104,-40,-120,Not-violated
41105,-47,-141,Not-violated
41106,46,138,Not-violated
41107,42,126,Not-violated
41108,19,57,Not-violated
41109,-45,-135,Violated
41110,1,3,Not-violated
41111,8,24,Violated
41112,1,3,Not-violated
41113,5,15,Not-violated
41114,-18,-54,Not-violated
41115,6,18,Not-violated
41116,19,57,Not-violated
41117,-41,-123,Not-violated
41118,-10,-30,Not-violated
41119,0,0,Violated
41120,11,33,Not-violated
41121,31,93,Violated
41122,41,123,Not-violated
41123,-17,-51,Violated
41124,35,105,Not-violated
41125,-54,-162,Violated
41126,-4,-12,Not-violated
41127,5,15,Violated
41128,24,72,Not-violated
41129,1,3,Not-violated
41130,48,144,Not-violated
41131,8,24,Violated
41132,-64,-192,Violated
41133,18,54,Violated
41134,3,9,Violated
41135,-47,-141,Violated
41136,-52,-156,Violated
41137,-8,-24,Not-violated
41138,-9,-27,Not-violated
41139,-110,-330,Not-violated
41140,-23,-69,Not-violated
41141,-45,-135,Violated
41142,-17,-51,Violated
41143,-27,-81,Violated
41144,-59,-177,Not-violated
41145,-67,-201,Not-violated
41146,-14,-42,Violated
41147,-45,-135,Not-violated
41148,43,129,Not-violated
41149,23,69,Not-violated
41150,23,69,Not-violated
41151,54,162,Not-violated
41152,-67,-201,Violated
41153,-43,-129,Violated
41154,11,33,Violated
41155,77,231,Not-violated
41156,-6,-18,Not-violated
41157,-69,-207,Violated
41158,7,21,Not-violated
41159,16,48,Violated
41160,2,6,Not-violated
41161,58,174,Not-violated
41162,-45,-135,Violated
41163,14,42,Not-violated
41164,20,60,Not-violated
41165,-43,-129,Violated
41166,-32,-96,Violated
41167,0,0,Not-violated
41168,-5,-15,Not-violated
41169,-80,-240,Violated
41170,29,87,Not-violated
41171,-35,-105,Violated
41172,4,12,Violated
41173,-2,-6,Violated
41174,27,81,Violated
41175,-3,-9,Violated
41176,47,141,Not-violated
41177,-53,-159,Not-violated
41178,-14,-42,Violated
41179,47,141,Violated
41180,10,30,Violated
41181,-34,-102,Violated
41182,-13,-39,Not-violated
41183,33,99,Not-violated
41184,11,33,Not-violated
41185,21,63,Not-violated
41186,-2,-6,Not-violated
41187,32,96,Not-violated
41188,-40,-120,Not-violated
41189,-20,-60,Not-violated
41190,3,9,Not-violated
41191,-82,-246,Violated
41192,21,63,Not-violated
41193,23,69,Not-violated
41194,-96,-288,Violated
41195,-37,-111,Not-violated
41196,-33,-99,Violated
41197,37,111,Violated
41198,-15,-45,Violated
41199,19,57,Violated
41200,23,69,Violated
41201,17,51,Not-violated
41202,-29,-87,Violated
41203,10,30,Not-violated
41204,-51,-153,Violated
41205,19,57,Violated
41206,-67,-201,Violated
41207,54,162,Not-violated
41208,-30,-90,Violated
41209,-35,-105,Not-violated
41210,3,9,Violated
41211,-17,-51,Violated
41212,25,75,Not-violated
41213,43,129,Not-violated
41214,-19,-57,Not-violated
41215,15,45,Not-violated
41216,19,57,Violated
41217,-44,-132,Violated
41218,-8,-24,Not-violated
41219,-14,-42,Violated
41220,-4,-12,Violated
41221,8,24,Violated
41222,62,186,Not-violated
41223,-55,-165,Violated
41224,-27,-81,Not-violated
41225,-60,-180,Violated
41226,-62,-186,Violated
41227,8,24,Not-violated
41228,-65,-195,Violated
41229,-78,-234,Violated
41230,-9,-27,Not-violated
41231,12,36,Violated
41232,-33,-99,Violated
